DOI,Title,Conference,PaperType,Year,Authors,InternalReferences,Keywords
10.1109/VISUAL.2002.1183798,Volume deformation for tensor visualization,Vis,Conference paper,2002,Xiaoqiang Zheng;Alex T. Pang,10.1109/VISUAL.1998.745316;10.1109/VISUAL.1999.809905;10.1109/VISUAL.1993.398849;10.1109/VISUAL.1991.175789;10.1109/VISUAL.1992.235193;10.1109/VISUAL.1998.745294,stress;strain;shear;symmetric tensors;anti-symmetric tensors;anisotropic tensors
10.1109/INFVIS.2003.1249024,Compound brushing,InfoVis,Conference paper,2003,Hong Chen,10.1109/VISUAL.1995.485139;10.1109/INFVIS.2002.1173157;10.1109/INFVIS.2000.885092;10.1109/VISUAL.1994.346302;10.1109/INFVIS.1996.559216,brushing;selection;dynamic graphics;data visualization;higraph;visual programming;dynamic queries
10.1109/VISUAL.2003.1250389,Hierarchical clustering for unstructured volumetric scalar fields,Vis,Conference paper,2003,Christopher S. Co;Bjørn Heckel;Hans Hagen;Bernd Hamann;Kenneth I. Joy,10.1109/VISUAL.2001.964503;10.1109/VISUAL.1998.745329;10.1109/VISUAL.1999.809863;10.1109/VISUAL.1996.568127;10.1109/VISUAL.2002.1183771,scalar field simplification;multiresolution data representation;hierarchical clustering;principal component analysis;radial basis function
10.1109/VISUAL.2004.110,Visibility culling for time-varying volume rendering using temporal occlusion coherence,Vis,Conference paper,2004,Jinzhu Gao;Han-Wei Shen;Jian Huang 0007;James Arthur Kohl,10.1109/VISUAL.1994.346321;10.1109/VISUAL.1998.745713;10.1109/VISUAL.2001.964520;10.1109/VISUAL.1999.809910;10.1109/VISUAL.1999.809879;10.1109/VISUAL.1993.398869;10.1109/VISUAL.2001.964531;10.1109/VISUAL.2002.1183757;10.1109/VISUAL.2003.1250374;10.1109/VISUAL.1998.745300;10.1109/VISUAL.2000.885698;10.1109/VISUAL.2003.1250402,visibility culling;time-varying data visualization;volume rendering;plenoptic opacity function;large data visualization
10.1109/VISUAL.2004.23,Detection and visualization of anomalous structures in molecular dynamics simulation data,Vis,Conference paper,2004,Sameep Mehta;Kaden Hazzard;Raghu Machiraju;Srinivasan Parthasarathy 0001;John Wilkins,10.1109/VISUAL.1995.480793;10.1109/VISUAL.2002.1183753,feature extraction;scientific data visualization;data mining;iso-surface;transfer function;molecular dynamics
10.1109/VISUAL.2005.1532809,Rendering tetrahedral meshes with higher-order attenuation functions for digital radiograph reconstruction,Vis,Conference paper,2005,Ofri Sadowsky;Jonathan D. Cohen 0001;Russell H. Taylor,10.1109/VISUAL.2000.885683;10.1109/VISUAL.2004.85,volume rendering;unstructured grid;projected tetrahedra;drr;higher-order volumetric functions
10.1109/VISUAL.2005.1532841,Topological structures of 3D tensor fields,Vis,Conference paper,2005,Xiaoqiang Zheng;Beresford N. Parlett;Alex T. Pang,10.1109/VISUAL.2004.105;10.1109/VISUAL.1999.809894;10.1109/VISUAL.1994.346326;10.1109/VISUAL.2004.113;10.1109/VISUAL.2003.1250376,separating surface;trisectors;wedges;symmetric tensors;hyperstream-lines;degenerate tensors;tensor topology;topological line
10.1109/TVCG.2006.185,Topographic Visualization of Prefix Propagation in the Internet,InfoVis,Journal paper,2006,Pier Francesco Cortese;Giuseppe Di Battista;Antonello Moneta;Maurizio Patrignani;Maurizio Pizzonia,10.1109/INFVIS.2004.18;10.1109/INFVIS.2001.963279;10.1109/INFVIS.2002.1173160,interdomain routing;internet visualization;graph drawing;spring embedder
10.1109/VAST.2006.261428,Visual Analysis of Historic Hotel Visitation Patterns,VAST,Conference paper,2006,Chris Weaver;David Fyfe;Anthony C. Robinson;Deryck Holdsworth;Donna Peuquet;Alan M. MacEachren,10.1109/INFVIS.2004.12;10.1109/INFVIS.2002.1173155;10.1109/INFVIS.2004.64,geovisualization;exploratory visualization;historical geography;coordinated & multiple views;travel pattern analysis
10.1109/TVCG.2006.183,Texturing of Layered Surfaces for Optimal Viewing,Vis,Journal paper,2006,Alethea Bair;Donald H. House;Colin Ware,10.1109/VISUAL.2005.1532782;10.1109/INFVIS.2003.1249022,perception;optimal visualization;layered surfaces;human-in-the-loop;genetic algorithm;data mining;linear discriminant analysis;parallel coordinates;decision tree
10.1109/TVCG.2010.130,An Extension of Wilkinson's Algorithm for Positioning Tick Labels on Axes,InfoVis,Journal paper,2010,Justin Talbot;Sharon Lin;Pat Hanrahan,,axis labeling;nice numbers
10.1109/TVCG.2010.163,Gremlin: An Interactive Visualization Model for Analyzing Genomic Rearrangements,InfoVis,Journal paper,2010,Trevor M. O'Brien;Anna M. Ritz;Benjamin J. Raphael;David H. Laidlaw,10.1109/TVCG.2009.174;10.1109/TVCG.2009.167,information visualization;bioinformatics;insight-based evaluation
10.1109/VAST.2010.5652450,finding and visualizing relevant subspaces for clustering high-dimensional astronomical data using connected morphological operators,VAST,Conference paper,2010,Bilkis J. Ferdosi;Hugo Buddelmeijer;Scott C. Trager;Michael H. F. Wilkinson;Jos B. T. M. Roerdink,,subspace finding;clustering high-dimensional data;connected morphological operators;visual exploration;astronomical data
10.1109/TVCG.2010.134,Articulated Planar Reformation for Change Visualization in Small Animal Imaging,Vis,Journal paper,2010,Peter Kok;Martin Baiker;Emile A. Hendriks;Frits H. Post;Jouke Dijkstra;Clemens W. G. M. Löwik;Boudewijn P. F. Lelieveldt;Charl P. Botha,10.1109/TVCG.2009.169;10.1109/VISUAL.2002.1183754;10.1109/VISUAL.2003.1250400;10.1109/TVCG.2006.140;10.1109/TVCG.2008.143,small animal imaging;comparative visualization;multi-timepoint;molecular imaging;articulated planar reformation
10.1109/TVCG.2011.160,A Study on Dual-Scale Data Charts,InfoVis,Journal paper,2011,Petra Isenberg;Anastasia Bezerianos;Pierre Dragicevic;Jean-Daniel Fekete,10.1109/INFVIS.1998.729558;10.1109/TVCG.2009.174;10.1109/TVCG.2007.70577,focus & context;quantitative experiment;dual-scale charts
10.1109/TVCG.2011.247,TreeNetViz: Revealing Patterns of Networks over Tree Structures,InfoVis,Journal paper,2011,Liang Gou;Xiaolong Zhang 0001,10.1109/INFVIS.2004.1;10.1109/INFVIS.2003.1249011;10.1109/INFVIS.2003.1249030;10.1109/INFVIS.2002.1173151;10.1109/TVCG.2009.167;10.1109/TVCG.2006.192;10.1109/TVCG.2008.135;10.1109/TVCG.2006.120;10.1109/INFVIS.2000.885091;10.1109/TVCG.2006.166;10.1109/TVCG.2007.70521;10.1109/TVCG.2006.147,compound graph;network and tree;treenetviz;visualization;multiscale and cross-scale
10.1109/TVCG.2012.236,Intelligent Graph Layout Using Many Users' Input,InfoVis,Journal paper,2012,Xiaoru Yuan;Limei Che;Yifan Hu;Xin Zhang,10.1109/TVCG.2008.155;10.1109/INFVIS.2005.1532130;10.1109/TVCG.2009.109;10.1109/TVCG.2007.70580,graph layout;laplacian matrix;force directed layout;stress model;merging;editing;crowd sourcing
10.1109/TVCG.2012.202,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,SciVis,Journal paper,2012,Rocco Gasteiger;Dirk J. Lehmann;Roy van Pelt;Gábor Janiga;Oliver Beuing;Anna Vilanova;Holger Theisel;Bernhard Preim,10.1109/TVCG.2011.215;10.1109/TVCG.2011.159;10.1109/TVCG.2011.243;10.1109/TVCG.2009.138;10.1109/TVCG.2010.153;10.1109/TVCG.2010.173,cerebral aneurysm;hemodynamic;inflow jet;impingement zone;visualization;glyph
10.1109/TVCG.2012.273,The User Puzzle---Explaining the Interaction with Visual Analytics Systems,VAST,Journal paper,2012,Margit Pohl;Michael Smuc;Eva Mayr,10.1109/TVCG.2008.121;10.1109/TVCG.2007.70515;10.1109/VAST.2010.5653598;10.1109/VAST.2008.4677361;10.1109/VAST.2011.6102445,cognition theory;visual knowledge discovery;interaction design;reasoning;problem solving
10.1109/TVCG.2013.163,Hybrid-Image Visualization for Large Viewing Environments,InfoVis,Journal paper,2013,Petra Isenberg;Pierre Dragicevic;Wesley Willett;Anastasia Bezerianos;Jean-Daniel Fekete,10.1109/TVCG.2012.251;10.1109/TVCG.2012.264;10.1109/TVCG.2006.184;10.1109/TVCG.2007.70582;10.1109/INFVIS.2001.963288;10.1109/TVCG.2007.70583;10.1109/INFVIS.2005.1532131,multi-scale;large displays;hybrid images;collaboration;visualization
10.1109/TVCG.2013.225,Visual Compression of Workflow Visualizations with Automated Detection of Macro Motifs,InfoVis,Journal paper,2013,Eamonn Maguire;Philippe Rocca-Serra;Susanna-Assunta Sansone;Jim Davies;Min Chen 0001,10.1109/TVCG.2007.70584;10.1109/INFVIS.2004.12;10.1109/TVCG.2006.147;10.1109/TVCG.2009.195;10.1109/TVCG.2012.271;10.1109/VISUAL.1996.567752;10.1109/TVCG.2008.174;10.1109/TVCG.2006.166,workflow visualization;motif detection;glyph based visualization;glyph generation;state-transition-based algorithm
10.1109/TVCG.2013.172,Lighting Design for Globally Illuminated Volume Rendering,SciVis,Journal paper,2013,Yubo Zhang;Kwan-Liu Ma,10.1109/VISUAL.2005.1532812;10.1109/VISUAL.2004.62;10.1109/TVCG.2011.198;10.1109/TVCG.2012.267;10.1109/VISUAL.2002.1183785,global illumination;lighting design;volume rendering;tone mapping
10.1109/TVCG.2013.208,Uncertainty Quantification in Linear Interpolation for Isosurface Extraction,SciVis,Journal paper,2013,Tushar M. Athawale;Alireza Entezari,10.1109/VISUAL.2005.1532853;10.1109/TVCG.2007.70602;10.1109/VISUAL.1991.175782;10.1109/TVCG.2007.70518;10.1109/TVCG.2012.249;10.1109/VISUAL.1994.346331;10.1109/VISUAL.1996.568116;10.1109/TVCG.2009.194;10.1109/TVCG.2011.203,uncertainty quantification;linear interpolation;isosurface extraction;marching cubes
10.1109/TVCG.2013.164,Identifying Redundancy and Exposing Provenance in Crowdsourced Data Analysis,VAST,Journal paper,2013,Wesley Willett;Shiry Ginosar;Avital Steinitz;Björn Hartmann;Maneesh Agrawala,10.1109/TVCG.2007.70577,crowd sourcing;social data analysis
10.1109/TVCG.2014.2346293,PanoramicData: Data Analysis through Pen & Touch,InfoVis,Journal paper,2014,Emanuel Zgraggen;Robert C. Zeleznik;Steven Mark Drucker,10.1109/INFVIS.2000.885086;10.1109/TVCG.2009.162;10.1109/TVCG.2010.164;10.1109/TVCG.2011.251;10.1109/TVCG.2013.191;10.1109/TVCG.2012.275;10.1109/VAST.2007.4389013;10.1109/TVCG.2013.150;10.1109/TVCG.2007.70521;10.1109/TVCG.2008.137;10.1109/INFVIS.2005.1532136;10.1109/TVCG.2007.70594;10.1109/TVCG.2012.204,visual analytic;pen and touch;user interface;interaction design;coordinated & multiple views
10.1109/TVCG.2014.2346420,Comparative Eye Tracking Study on Node-Link Visualizations of Trajectories,InfoVis,Journal paper,2014,Rudolf Netzel;Michael Burch;Daniel Weiskopf,10.1109/INFVIS.2004.1;10.1109/TVCG.2011.193;10.1109/TVCG.2011.226,user studies;eye tracking;evaluation;trajectory visualization;node-link visualization;direction encoding;node splatting;halo rendering
10.1109/TVCG.2014.2346665,A Five-Level Design Framework for Bicluster Visualizations,VAST,Journal paper,2014,Maoyuan Sun;Chris North 0001;Naren Ramakrishnan,10.1109/TVCG.2006.147;10.1109/TVCG.2009.153;10.1109/INFVIS.2005.1532126;10.1109/TVCG.2010.138;10.1109/VISUAL.1990.146402;10.1109/TVCG.2011.250;10.1109/TVCG.2006.160;10.1109/TVCG.2009.122;10.1109/VISUAL.1999.809866;10.1109/VAST.2006.261426;10.1109/INFVIS.2004.1;10.1109/VAST.2011.6102449;10.1109/TVCG.2013.167;10.1109/TVCG.2006.170;10.1109/TVCG.2007.70582,bicluster;interactive visual analytics;coordinated relationship;design framework
10.1109/TVCG.2015.2467751,TimeNotes: A Study on Effective Chart Visualization and Interaction Techniques for Time-Series Data,InfoVis,Journal paper,2015,James S. Walker;Rita Borgo;Mark W. Jones,10.1109/TVCG.2009.181;10.1109/TVCG.2014.2346428;10.1109/INFVIS.2005.1532148;10.1109/TVCG.2011.160;10.1109/TVCG.2010.162;10.1109/TVCG.2010.193;10.1109/INFVIS.1999.801860;10.1109/TVCG.2011.195,time-series exploration;focus & context;lens;interaction techniques
10.1109/TVCG.2015.2467759,Guidelines for Effective Usage of Text Highlighting Techniques,InfoVis,Journal paper,2015,Hendrik Strobelt;Daniela Oelke;Bum Chul Kwon;Tobias Schreck;Hanspeter Pfister,10.1109/TVCG.2012.277;10.1109/VAST.2007.4389004;10.1109/TVCG.2014.2346677;10.1109/TVCG.2007.70594;10.1109/TVCG.2011.183;10.1109/TVCG.2009.139;10.1109/VAST.2011.6102453;10.1109/INFVIS.1995.528686,text highlighting techniques;visual document analytics;text annotation;crowdsourced study
10.1109/TVCG.2015.2467811,Poemage: Visualizing the Sonic Topology of a Poem,InfoVis,Journal paper,2015,Nina McCurdy;Julie Lein;Katherine Coles;Miriah D. Meyer,10.1109/TVCG.2011.186;10.1109/TVCG.2009.122;10.1109/VAST.2009.5333443;10.1109/TVCG.2008.135;10.1109/TVCG.2011.233;10.1109/INFVIS.2005.1532126;10.1109/TVCG.2012.213;10.1109/VAST.2007.4389006;10.1109/TVCG.2009.165;10.1109/TVCG.2009.171;10.1109/INFVIS.2002.1173155;10.1109/TVCG.2008.172;10.1109/INFVIS.1995.528686,visualization in the humanities;design studies;text and document data;graph/network data
10.1109/TVCG.2015.2467831,Visual Mementos: Reflecting Memories with Personal Data,InfoVis,Journal paper,2015,Alice Thudt;Dominikus Baur;Samuel Huron;Sheelagh Carpendale,10.1109/TVCG.2010.206;10.1109/TVCG.2007.70541;10.1109/TVCG.2014.2352953;10.1109/INFVIS.2004.8,visual memento;memories;personal visualization;movement data;world wide web
10.1109/TVCG.2015.2467554,An Uncertainty-Aware Approach for Exploratory Microblog Retrieval,VAST,Journal paper,2015,Mengchen Liu;Shixia Liu;Xizhou Zhu;Qinying Liao;Furu Wei;Shimei Pan,10.1109/TVCG.2013.186;10.1109/TVCG.2012.291;10.1109/VAST.2009.5332611;10.1109/TVCG.2013.223;10.1109/TVCG.2011.233;10.1109/VAST.2014.7042494;10.1109/VISUAL.1996.568116;10.1109/INFVIS.2005.1532150;10.1109/VAST.2010.5652931;10.1109/TVCG.2011.197;10.1109/TVCG.2014.2346919;10.1109/TVCG.2013.232;10.1109/TVCG.2011.202;10.1109/TVCG.2014.2346920;10.1109/TVCG.2010.183;10.1109/TVCG.2012.285;10.1109/TVCG.2013.221;10.1109/TVCG.2014.2346922,microblog data;mutual reinforcement model;uncertainty modeling;uncertainty visualization;uncertainty propagation
10.1109/TVCG.2015.2467931,The Visual Causality Analyst: An Interactive Interface for Causal Reasoning,VAST,Journal paper,2015,Jun Wang;Klaus Mueller,10.1109/INFVIS.2003.1249025;10.1109/TVCG.2007.70528;10.1109/TVCG.2012.225;10.1109/VAST.2007.4388999,visual knowledge discovery;causality;hypothesis test;visual evidence;high dimensional data
10.1109/TVCG.2016.2598694,Gaussian Cubes: Real-Time Modeling for Visual Exploration of Large Multidimensional Datasets,InfoVis,Journal paper,2016,Zhe Wang;Nivan Ferreira;Youhao Wei;Aarthy Sankari Bhaskar;Carlos Scheidegger,10.1109/VAST.2008.4677357;10.1109/INFVIS.2000.885086;10.1109/TVCG.2013.179;10.1109/TVCG.2014.2346452;10.1109/TVCG.2009.129;10.1109/TVCG.2013.141;10.1109/TVCG.2014.2346325;10.1109/VAST.2012.6400490,data cube;data modeling;dimensionality reduction;interactive visualization
10.1109/TVCG.2016.2599106,Evaluating the Impact of Binning 2D Scalar Fields,InfoVis,Journal paper,2016,Lace M. K. Padilla;P. Samuel Quinan;Miriah D. Meyer;Sarah H. Creem-Regehr,10.1109/TVCG.2011.175;10.1109/TVCG.2015.2467754;10.1109/VISUAL.1999.809932;10.1109/VISUAL.1996.568118;10.1109/VISUAL.1995.480803;10.1109/TVCG.2013.124,geographic/geospatial visualization;qualitative evaluation;color perception;perceptual cognition
10.1109/TVCG.2017.2744478,ConceptVector: Text Visual Analytics via Interactive Lexicon Building Using Word Embedding,VAST,Journal paper,2017,Deok Gun Park 0001;Seungyeon Kim;Jurim Lee;Jaegul Choo;Nicholas Diakopoulos;Niklas Elmqvist,10.1109/TVCG.2016.2598667;10.1109/TVCG.2013.212;10.1109/TVCG.2011.239;10.1109/VAST.2011.6102461;10.1109/TVCG.2016.2598446;10.1109/TVCG.2015.2467555,text analytics;visual analytic;word embedding;text summarization;text classification;concepts
10.1109/VISUAL.1996.568139,Directional flow visualization of vector fields,Vis,Conference paper,1996,Ed Boring;Alex T. Pang,10.1109/VISUAL.1995.480819,glyph;streamline;light;hue;value;region selection;clutter reduction;flow reversal
10.1109/VISUAL.1997.663905,Dynamic smooth subdivision surfaces for data visualization,Vis,Conference paper,1997,Chhandomay Mandal;Hong Qin;Baba C. Vemuri,,visualization;subdivision surfaces;dynamics;finite element;interaction techniques
10.1109/INFVIS.1998.729562,IVORY-an object-oriented framework for physics-based information visualization in Java,InfoVis,Conference paper,1998,Thomas C. Sprenger;Markus H. Gross;Daniel Bielser;T. Strasser,10.1109/INFVIS.1995.528691;10.1109/VISUAL.1996.567752;10.1109/INFVIS.1997.636759;10.1109/INFVIS.1995.528688;10.1109/INFVIS.1996.559226,three-dimensional information visualization;physics-based graph layout;object-oriented visualization toolkit;multidimensional information modeling;time varying data
10.1109/VISUAL.1998.745306,Visualizing differences in movies of cortical activity,Vis,Conference paper,1998,Kay A. Robbins;David M. Senseman,10.1109/VISUAL.1997.663899,scientific visualization;animation;video analysis
10.1109/INFVIS.1999.801862,Efficient multi-object dynamic query histograms,InfoVis,Conference paper,1999,Mark Derthick;James Harrison;Andrew Moore;Steven F. Roth,10.1109/INFVIS.1997.636790,dynamic queries;database;probabilistic algorithms
10.1109/VISUAL.2002.1183760,Optimized view-dependent rendering for large polygonal datasets,Vis,Conference paper,2002,Jihad El-Sana;Eitan Bachmant,10.1109/VISUAL.1999.809877;10.1109/VISUAL.1997.663860;10.1109/VISUAL.2000.885724;10.1109/VISUAL.1998.745283;10.1109/VISUAL.1995.480805,surface simplification;level of detail;multiresolution hierarchies;view-dependent rendering
10.1109/VISUAL.2002.1183821,A case study in selective visualization of unsteady 3D flow,Vis,Conference paper,2002,Dirk Bauer;Ronald Peikert;Mie Sato;Mirjam Sick,10.1109/VISUAL.1994.346327;10.1109/VISUAL.2001.964493,flow visualization;feature extraction;particle tracing
10.1109/VISUAL.2003.1250351,Exploring curved anatomic structures with surface sections,Vis,Conference paper,2003,Laurent Saroul;Sebastian Gerlach;Roger D. Hersch,10.1109/VISUAL.2002.1183754,visualization;anatomic structures;curved sections;surface extraction;interactive flattening
10.1109/VISUAL.2003.1250373,Space efficient fast isosurface extraction for large datasets,Vis,Conference paper,2003,Udeepta Bordoloi;Han-Wei Shen,10.1109/VISUAL.1998.745299;10.1109/VISUAL.1997.663895;10.1109/VISUAL.1996.568121;10.1109/VISUAL.1991.175780;10.1109/VISUAL.1995.480806,iso-surface;compression;transform coding;quantization
10.1109/VISUAL.2004.73,On the role of color in the perception of motion in animated visualizations,Vis,Conference paper,2004,Daniel Weiskopf,10.1109/VISUAL.2002.1183788;10.1109/VISUAL.2003.1250362;10.1109/VISUAL.2003.1250361;10.1109/VISUAL.1997.663874,color;luminance;motion detection;perception;human visual system;flow visualization;information visualization
10.1109/VAST.2006.261434,Interactive Visualization and Analysis of Network and Sensor Data on Mobile Devices,VAST,Conference paper,2006,Avin Pattath;Brian D. Bue;Yun Jang;David S. Ebert;Xuan Zhong;Aaron Ault;Edward J. Coyle,10.1109/INFVIS.2004.27;10.1109/VISUAL.2001.964496;10.1109/INFVIS.2005.1532135;10.1109/INFVIS.2005.1532131;10.1109/INFVIS.2000.885097,mobile visualization;network visualization;visual analytic
10.1109/TVCG.2006.169,Out-of-Core Remeshing of Large Polygonal Meshes,Vis,Journal paper,2006,Minsu Ahn;Igor Guskov;Seungyong Lee 0001,10.1109/VISUAL.2001.964503;10.1109/VISUAL.2003.1250408;10.1109/VISUAL.2005.1532800;10.1109/VISUAL.1998.745282;10.1109/VISUAL.2001.964532,out-of-core algorithm;semi-regular remeshing;shape compression
10.1109/TVCG.2006.199,Visualization Tools for Vorticity Transport Analysis in Incompressible Flow,Vis,Journal paper,2006,Filip Sadlo;Ronald Peikert;Mirjam Sick,10.1109/VISUAL.1996.567807;10.1109/VISUAL.1999.809896;10.1109/VISUAL.2004.128,flow visualization;vorticity transport;unsteady flow;linked views
10.1109/VAST.2007.4388991,FemaRepViz: Automatic Extraction and Geo-Temporal Visualization of FEMA National Situation Updates,VAST,Conference paper,2007,Chi-Chun Pan;Prasenjit Mitra,,visual analytic;geo-temporal visualization;text processing;knowledge discovery;geospatial analytics
10.1109/VAST.2007.4388996,Thin Client Visualization,VAST,Conference paper,2007,Stephen G. Eick;M. Andrew Eick;Jesse Fugitt;Brian Horst;Maxim Khailo;Russell A. Lankenau,,web 20;javascript;scalable vector graphics;visualization components;linked view visual analytics
10.1109/TVCG.2007.70553,Efficient Surface Reconstruction using Generalized Coulomb Potentials,Vis,Journal paper,2007,Andrei C. Jalba;Jos B. T. M. Roerdink,,surface reconstruction;implicit surface;octree;generalized coulomb potentials;polygonization
10.1109/TVCG.2009.147,GL4D: A GPU-based Architecture for Interactive 4D Visualization,Vis,Journal paper,2009,Alan Chu;Chi-Wing Fu;Andrew J. Hanson;Pheng-Ann Heng,10.1109/VISUAL.1994.346318;10.1109/VISUAL.2000.885704;10.1109/VISUAL.1992.235222;10.1109/VISUAL.2005.1532804;10.1109/TVCG.2007.70593;10.1109/VISUAL.1994.346324;10.1109/VISUAL.1993.398869,mathematical visualization;four-dimensional visualization;graphics hardware;interactive illumination
10.1109/TVCG.2010.185,PedVis: A Structured; Space-Efficient Technique for Pedigree Visualization,InfoVis,Journal paper,2010,Claurissa Tuttle;Luis Gustavo Nonato;Cláudio T. Silva,10.1109/TVCG.2008.158;10.1109/TVCG.2008.141;10.1109/INFVIS.2005.1532124;10.1109/INFVIS.2003.1249004;10.1109/VISUAL.1991.175815;10.1109/INFVIS.2002.1173152;10.1109/INFVIS.2002.1173148;10.1109/INFVIS.1997.636718,genealogies;pedigree;h-tree
10.1109/TVCG.2011.225,Nodes on Ropes: A Comprehensive Data and Control Flow for Steering Ensemble Simulations,Vis,Journal paper,2011,Jürgen Waser;Hrvoje Ribicic;Raphael Fuchs;Christian Hirsch;Benjamin Schindler;Günter Blöschl;M. Eduard Gröller,10.1109/TVCG.2010.223;10.1109/TVCG.2007.70584;10.1109/INFVIS.2002.1173149;10.1109/TVCG.2010.214;10.1109/INFVIS.2004.12;10.1109/VISUAL.2005.1532795;10.1109/TVCG.2009.195;10.1109/INFVIS.2005.1532143;10.1109/TVCG.2010.190;10.1109/TVCG.2010.223,emergency/disaster management;visual knowledge discovery;visualization system and toolkit design;data flow;meta-flow;parameter study;uncertainty;visualization of control
10.1109/TVCG.2011.245,Towards Robust Topology of Sparsely Sampled Data,Vis,Journal paper,2011,Carlos D. Correa;Peter Lindstrom,10.1109/VISUAL.2005.1532839;10.1109/TVCG.2010.213;10.1109/TVCG.2011.244;10.1109/VAST.2010.5652940;10.1109/VISUAL.1999.809932,neighborhood graphs;topology;sparsely sampled data
10.1109/TVCG.2012.187,A Novel Approach to Visualizing Dark Matter Simulations,SciVis,Journal paper,2012,Ralf Kähler;Oliver Hahn;Tom Abel,10.1109/TVCG.2010.148;10.1109/VISUAL.2003.1250390;10.1109/VISUAL.2004.85;10.1109/TVCG.2006.154;10.1109/VISUAL.2003.1250404;10.1109/TVCG.2011.216;10.1109/TVCG.2009.142;10.1109/VISUAL.2001.964512;10.1109/VISUAL.2003.1250404,astrophysics;dark matter;n-body simulations;tetrahedral grid
10.1109/TVCG.2012.218,ElVis: A System for the Accurate and Interactive Visualization of High-Order finite Element Solutions,SciVis,Journal paper,2012,Blake Nelson;Eric Liu;Robert Michael Kirby;Robert Haimes,10.1109/VISUAL.2005.1532776;10.1109/VISUAL.1991.175837;10.1109/VISUAL.2004.91;10.1109/TVCG.2006.154;10.1109/TVCG.2011.206,high-order finite elements;spectral/hp elements;discontinuous galerkin;fluid flow simulation;cut surface extraction;contouring;iso-surface
10.1109/TVCG.2012.232,Historygrams: Enabling Interactive Global Illumination in Direct Volume Rendering using Photon Mapping,SciVis,Journal paper,2012,Daniel Jönsson;Joel Kronander;Timo Ropinski;Anders Ynnerman,10.1109/TVCG.2011.211,volume rendering;photon mapping;global illumination;participating media
10.1109/TVCG.2014.2346626,Cupid: Cluster-Based Exploration of Geometry Generators with Parallel Coordinates and Radial Trees,VAST,Journal paper,2014,Michael Beham;Wolfgang Herzner;M. Eduard Gröller;Johannes Kehrer,10.1109/TVCG.2013.147;10.1109/TVCG.2013.213;10.1109/TVCG.2010.138;10.1109/TVCG.2009.155;10.1109/VISUAL.2005.1532856;10.1109/TVCG.2010.190;10.1109/TVCG.2006.147;10.1109/VISUAL.1993.398859;10.1109/VISUAL.1999.809866;10.1109/TVCG.2007.70581,composite visualization;hierarchical clustering;illustrative parallel coordinates;radial trees;3d shape analysis
10.1109/VAST.2014.7042486,A Visual Reasoning Approach for Data-driven Transport Assessment on Urban Roads,VAST,Conference paper,2014,Fei Wang 0016;Wei Chen 0001;Feiran Wu;Ye Zhao;Han Hong;Tianyu Gu;Long Wang;Ronghua Liang;Hujun Bao,10.1109/VAST.2011.6102458;10.1109/TVCG.2013.226;10.1109/TVCG.2013.228;10.1109/TVCG.2013.179;10.1109/VAST.2011.6102455;10.1109/TVCG.2013.133,road-based query;taxi trajectories;hash index;visual analysis
10.1109/VAST.2014.7042487,Using Visualizations to Monitor Changes and Harvest Insights from a Global-Scale Logging Infrastructure at Twitter,VAST,Conference paper,2014,Krist Wongsuphasawat;Jimmy Lin,10.1109/INFVIS.2000.885091;10.1109/TVCG.2009.117;10.1109/INFVIS.1997.636718;10.1109/VAST.2007.4389008;10.1109/INFVIS.1996.559227;10.1109/TVCG.2012.225;10.1109/TVCG.2007.70529;10.1109/VAST.2012.6400494;10.1109/TVCG.2013.231;10.1109/INFVIS.2004.64;10.1109/VISUAL.1991.175815;10.1109/TVCG.2013.200;10.1109/VAST.2006.261421;10.1109/TVCG.2011.185,information visualization;visual analytic;log analysis;log visualization;session analysis;funnel analysis
10.1109/TVCG.2015.2467132,Optimal Sets of Projections of High-Dimensional Data,InfoVis,Journal paper,2015,Dirk J. Lehmann;Holger Theisel,10.1109/VAST.2010.5652433;10.1109/VAST.2011.6102437;10.1109/TVCG.2011.229;10.1109/VISUAL.1997.663916;10.1109/TVCG.2011.220;10.1109/TVCG.2013.182;10.1109/TVCG.2010.207;10.1109/VAST.2006.261423;10.1109/INFVIS.2005.1532142,multivariate projections;star coordinates;radial visualization;high dimensional data
10.1109/TVCG.2015.2467435,Glyph-Based Comparative Visualization for Diffusion Tensor Fields,SciVis,Journal paper,2015,Changgong Zhang;Thomas Schultz 0001;Kai Lawonn;Elmar Eisemann;Anna Vilanova,10.1109/TVCG.2015.2467031;10.1109/TVCG.2006.134;10.1109/TVCG.2010.134;10.1109/VISUAL.1998.745294;10.1109/VAST.2014.7042491;10.1109/TVCG.2010.199,glyph design;comparative visualization;diffusion tensor field
10.1109/VAST.2015.7347634,Comparative visual analysis of vector field ensembles,VAST,Conference paper,2015,Mihaela Jarema;Ismail Demir;Johannes Kehrer;Rüdiger Westermann,10.1109/TVCG.2014.2346626;10.1109/TVCG.2010.190;10.1109/VAST.2009.5332611;10.1109/TVCG.2006.160;10.1109/TVCG.2013.141;10.1109/TVCG.2013.177;10.1109/TVCG.2010.199;10.1109/TVCG.2014.2346321,uncertainty visualization;vector field data;coordinated & multiple views;glyph-based techniques
